keyword,title,author,duration,play,bvid,score
海阔天空,五万人合唱《海阔天空》亚洲第一魔鬼主场！_高清,三国杀吕小布,68,6940596,BV1aW41167gW,1
小半,在百万豪装录音棚大声听  陈粒《小半》【Hi-res】,JLRS-LeoFM,297,5689981,BV1nP411W7Zo,3
小半,胡彦斌 陈粒《小半》「一粒」live版,陈粒,278,215506,BV1wkwyznEbd,1
小半,&quot;欲言又止&quot;的编曲哲学——陈粒《小半》中的吉他设计与和声密码,朱家明,853,15854,BV1wYQnYYEhS,0
小半,【锐评】现在最火的歌都是些什么鬼？2026第一季度排行榜热歌测评！,特别厉害的祁奕翔,850,663688,BV1vzcDzQE7w,0
小半,【锐评】周杰伦新专辑有那么差吗？《太阳之子》全专测评（下）！,特别厉害的祁奕翔,1961,393121,BV1qwXxBaEeM,0
小半,【4K官摄】五月天 x 陈粒《小半》Live MV,相遇五月天FM,246,81298,BV1rcW5zHEQD,1
小半,嗓音绝了！陈粒神曲《小半》， 愿自己释然好散！,4K音乐馆,307,940302,BV19B4y1v7W8,1
小半,胡彦斌《小半》1080P·高清「蒙面唱将S2」20170917,那是什么羊,408,126459,BV1QHyZBbEks,1
小半,我依旧认为她有下一代天后的潜质。种子老师重度解读陈粒佳作—《小半》,种子老师,568,31353,BV18Q4y1g7UQ,0
小半,她是民谣女王吗？我并不这么认为！陈粒藏在民谣下的摇滚灵魂！陈粒《小半》职业音乐制作人专业歌曲解析乐评Reaction,马呜呜好饿,555,436077,BV1S8qUB2Edd,0
小半,从夯到拉！锐评2025年那些爆火的热门网络歌曲！,Jason-老湿,966,6678186,BV1PFmdBmEDA,0
小半,赵露思跨年直播唱了陈粒的《小半》，谁懂我作为双担有多激动，虽然赵露思之前也唱过陈粒的歌 发视频配乐也用过两次，但这次是跨年直播唱！多有意义！,不骗人的小狗,120,19823,BV1RBitBoEtx,0
小半,【锐评】周杰伦新歌《太阳之子》让人失望？但是......,特别厉害的祁奕翔,864,534221,BV1mBQzBHE2v,0
小半,【锐评】2025某平台十首大热推荐网络神曲！速通测评！,特别厉害的祁奕翔,370,427103,BV1hBk7BzEsv,0
小半,从夯到拉！锐评王者荣耀的6首歌曲！众星云集！,阿张RayZhang,602,451069,BV1ursBzKEH8,0
小半,陈粒《小半》 但方大同风格编曲......,王大牛7,135,89478,BV1CoCxBHE82,0
小半,【RAY评】沉淀12年！陶喆最新专辑到底怎么样？？！,阿张RayZhang,1460,501784,BV1NgoFYxEot,0
小半,锐评音乐平台原创榜！这都怎么上的“原创榜”？原创音乐一言难尽！,特别厉害的祁奕翔,1664,115247,BV1SUA7zWE3k,0
小半,“我对你何止半分真心.”|《陈粒爆火emo九部曲》,一支yuuu,2012,1747206,BV19qfoB8EwP,0
小半,《小半》不会唱？一句一句教会你❗  零基础声乐教学,音悦范-可夏老师,407,39,BV1WgXKBsEYd,0
海屿你,【鉴定网络热门歌曲】《海屿你》是怎么火的？套路流水线歌曲？情感共鸣？,特别厉害的祁奕翔,476,138070,BV1Yocsz5Emz,0
海屿你,【𝐇𝐢-𝐑𝐞𝐬无损音质】｜《海屿你》- 马_Crabbit -‘即便是青春的懵懂 但是我们渐行渐远’,VV音乐局,296,825016,BV14nrkBPEBE,3
海屿你,短视频如何让音乐重生？【路哥锐评】令人破防的《海屿你》,路哥会写歌,378,74040,BV191FAzEEjm,0
海屿你,【锐评】周杰伦新专辑全专测评！《太阳之子》专辑有那么差吗？（上）,特别厉害的祁奕翔,1552,733512,BV1yFQUBMEtw,0
海屿你,锐评最近的网络热门歌曲！,阿张RayZhang,409,1047443,BV1hLFNzmEiK,0
海屿你,从夯到拉！锐评2025年那些爆火的热门网络歌曲！,Jason-老湿,966,6678186,BV1PFmdBmEDA,0
海屿你,小奥奥&amp;皓瑞演唱《海屿你》，震撼翻唱！,嫑留遗憾oh,252,52620,BV1vJqZBLE6J,0
海屿你,小奥奥《海屿你》现场版，实力全开麦全程真声顶,卡布达-孟屯,161,23796,BV1jZ4AzsEh8,1
海屿你,周杰伦翻唱《海屿你》原来是这种感觉,晨风流云ove,280,326,BV1LRATz6E15,0
海屿你,唱混声久了后好久没用那么多的机能了，试试还有没有的用，其实也是在胸混通道里做的一些机能状态,邓川DC,63,3876,BV1G2W4zgEZW,0
海屿你,你这辈子循环最多次的歌是什么？个人循环最多次的歌TOP10！,阿张RayZhang,1269,1824198,BV1UBUaB4ETq,0
海屿你,【锐评】现在最火的歌都是些什么鬼？2026第一季度排行榜热歌测评！,特别厉害的祁奕翔,850,663688,BV1vzcDzQE7w,0
海屿你,《海屿你》马也 _Crabbit-音高测量(精),__555___,294,601,BV17pQRBmEix,0
海屿你,海屿你即兴弹唱,小花艺朵朵,31,9456,BV1k4QSBzE1x,0
海屿你,周杰伦生涯最垃圾最敷衍最萎的《最伟大的作品》歌曲排名,瀻望舒,275,455593,BV1Lh3cz3Edi,0
海屿你,【Reaction】2025年度音乐榜Top10最火歌曲,沙雕网友咸叽叽,439,502375,BV1JgiMBLEpo,0
海屿你,非职业歌手的神级现场，每一个都身怀绝技,颗秒排行,239,5826,BV1WvQ2BiE6t,0
海屿你,【路哥锐评】2025华语歌曲播放量TOP20！ 欢迎来到军阀割据群魔乱舞的乐坛时代~,路哥会写歌,1081,401284,BV1gnzeBLE9p,0
海屿你,树叶翻唱《海屿你》太好听了！“有个评论区说我关了摄像头 唱歌好听100倍”,断了线的弦_,104,15728,BV1mLZeBpEgD,0
海屿你,【Hi-Res无损】马也_Crabbit《海屿你》完整版“求你别离开我 因为 我欠你太多~”滚动歌词,半夜旋转冰淇淋,296,166309,BV17xFQz4EzS,2
绿色,【Hi-Res无损】陈雪凝《绿色》“若不是你突然闯进我生活  我怎会把死守的寂寞放任了”| 音乐可视化 | 动态歌词,Music小铁匠,270,1907696,BV1eu4y1y7ZG,2
绿色,教你如何制作一首陈雪凝《绿色》一样的低成本歌曲,臧无尤,1617,816469,BV1Y441177Ne,0
绿色,《绿色》陈雪凝间奏solo,六道佩奇呀,48,199,BV1qqAgzUERa,0
绿色,【𝐇𝐢-𝐑𝐞𝐬无损音质】｜《绿色》- 陈雪凝 -‘从此你在我心里  只剩绿色’,VV音乐局,270,87678,BV1PCzSByEHS,3
绿色,00后凭一首《绿色》爆火，24岁陈雪凝嫁给富二代，网友：歌给我们唱的？,下饭音乐,181,500823,BV1HwkeBME4s,0
绿色,你可能不认识我 但一定听过我唱的歌,陈雪凝,118,1166621,BV12kGqzaEDw,0
绿色,才知道绿色也疑似抄袭？汪苏泷：这俩是一个歌？,柠檬愛音乐,232,103797,BV1oa6uBXEY9,0
绿色,【第724集】绿色 - 演唱原声：陈雪凝 吉他弹唱示范，动态吉他谱,吉他专家,99,10624,BV1xqpgz7EzE,0
绿色,【韦礼安】演绎R&amp;B版《绿色》（原唱：陈雪凝）,xxxxxaxxxxxxxa,224,115796,BV1Mv411C7BC,0
绿色,【无损Hi-Res】陈雪凝《绿色》&quot;若不是你突然闯进我生活，我怎会把死守的寂寞放任了“-4K,上岸音乐馆,270,768322,BV154421c7K5,2
绿色,当年那首《绿色》又杀回来了,我的音乐live日记,280,1124640,BV19vdzYmEHd,0
绿色,【特效钢琴】-绿色-陈雪凝 完美演绎,夜光之琴,262,8381,BV1wJ411B7Vx,0
绿色,绿色恐怖份子 MV,xdce_114514,216,176630,BV1x8mQB6EC9,0
绿色,《绿色》陈雪凝,o一条老咸鱼o,270,73511,BV1F7411F7mw,1
绿色,循环歌单|【绿色】|“说不痛苦那是假的 毕竟我的心也是肉做的”,蛋某人音乐,3612,2240559,BV1AhNmzKEoe,0
绿色,循环清唱｜《绿色》&quot;若不是你突然闯进我生活 我怎会把死守的寂寞放任了&quot;,我爱吃派大星,3562,980615,BV1UmmnBoEoY,0
绿色,【Hi-Res无损】陈雪凝-绿色「若不是你突然闯进我生活 我怎会把死守的寂寞放任了」动态歌词,索性自挂东南枝,270,80702,BV13GkjBBEeD,2
绿色,【即兴伴奏】为何童年的片尾曲都有一股淡淡的忧伤...猪猪侠片尾曲《绿色的旋律》和声分析来了！,小宇Kenway即兴钢琴,921,30193,BV17NrWBaEoh,0
绿色,这可能是B站最好伴奏？陈雪凝 - 绿色,猫猫不爱吃猫,270,88417,BV1GsqqBHEU8,0
绿色,陈雪凝《绿色》,你的中二正,41,783154,BV1Zb411J7Yu,0
